Speaker,Speech,Day,Primetime,Politician,Army
When the Founding Fathers arrived here in Philadelphia to forge a new nation, they didn't come as Democrats or Republicans, or to nominate a presidential candidate. They came as patriots who feared party politics. I know how they felt. I've been a Democrat, I've been a Republican, and I eventually became an independent because I don't believe either party has a monopoly on good ideas or strong leadership.

When I enter the voting booth each time, I look at the candidate, not the party label. I have supported elected officials from both sides of the aisle. Probably not many people in this room can say that, but I know there are many watching at home who can. And now, they are carefully weighing their choices. I understand their dilemma.

I know what it's like to have neither party fully represent my views or values. Too many Republicans wrongly blame immigrants for our problems, and they stand in the way of action on climate change and gun violence. Meanwhile, many Democrats wrongly blame the private sector for our problems, and they stand in the way of action on education reform and deficit reduction.

There are times when I disagree with Hillary. But whatever our disagreements may be, I've come here to say: We must put them aside for the good of our country. And we must united around the candidate who can defeat a dangerous demagogue.

I believe it's the duty of all American citizens to make our voices heard by voting in this election. And, if you're not yet registered to vote, go online. Do it now. It's just too important to sit this out.

Now, we've heard a lot of talk in this campaign about needing a leader who understands business. I couldn't agree more. I've built a business and I didn't start it with a million-dollar check from my father. Because of my success in the private sector, I had the chance to run America's largest city for 12 years, governing in the wake of its greatest tragedy.

Today, as an independent, an entrepreneur, and a former mayor, I believe we need a president who is a problem solver, not a bomb thrower. Someone who can bring members of Congress together, to get things done. And I know Hillary Clinton can do that because I saw it firsthand.
